Vid,Abbr,Precinct,PrecinctSub,Party,PartyMain,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,OldestInHouseBirthYear,IsOldestInHouse,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Tot_Possible_Votes,Act_Votes,Pct_Possible_Votes,Hid,cHid
3619,23,832700,2,DEM,DEM,2016-02-08,N,2015-07-29,N,N,,,,,3,0.0,5.5003,0.0,1965,1958,False,True,Connecticut,USA,M,False,USA,True,94538,BLVD,yahoo.com,,,2,0,0.0,6425,6425
3620,111,832210,2,NPP,NPP,2016-10-11,N,2016-10-11,V,,,,,,3,2.5001,2.5001,1.0,1969,1964,False,True,UNK,United States of America,UNK,True,,False,94536,CT,yahoo.com,,,1,1,1.0,2385,2385
3621,16,832600,1,DEM,DEM,1999-09-21,Y,1999-09-21,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1960,1960,True,True,California,USA,F,True,,False,94538,DR,UNK,DEM,DEM,6,6,1.0,4549,4549
3622,82,832710,0,GRN,OTH,2000-02-02,Y,2000-02-02,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1961,1961,True,True,UNK,Korea (Democratic People's Republic of),F,True,,False,94538,AVE,UNK,GRN,GRN,6,3,0.5,5726,5726
3623,111,835310,0,NPP,NPP,2018-05-17,N,2018-05-17,,,,,,,3,0.0,-1.0,-1.0,1981,1981,True,True,UNK,India,UNK,True,,False,94538,CMN,gmail.com,,,0,0,-1.0,4764,4764
3624,27,835300,0,DEM,DEM,2008-10-20,N,2008-10-20,N,V,N,N,N,N,3,3.0002,11.0063,0.27,1988,1954,False,False,UNK,Russian Federation,F,True,,False,94536,CMN,UNK,DEM,,6,1,0.16666666666666666,4628,4628
3625,1,835010,0,DEM,DEM,2016-09-26,Y,1996-10-07,N,N,N,N,N,N,3,0.0,11.0063,0.0,1958,1958,True,True,California,USA,F,True,,False,94536,ST,gmail.com,DEM,DEM,6,0,0.0,3288,3288
3626,16,835010,0,REP,REP,2008-01-07,N,2008-01-07,N,N,N,N,N,N,3,0.0,11.0063,0.0,1962,1962,True,True,California,USA,M,True,,False,94536,BLVD,UNK,,,6,0,0.0,5910,5910
3627,99,835100,0,REP,REP,1972-08-22,N,1972-08-22,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1937,1937,True,False,Kansas,USA,F,True,,False,94536,ST,UNK,REP,REP,6,6,1.0,2444,2444
3628,82,832400,0,REP,REP,1986-10-06,Y,1986-10-06,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1932,1932,True,False,California,USA,M,True,,False,94536,WAY,UNK,REP,REP,6,5,0.8333333333333334,1117,1117
3629,82,832600,1,DEM,DEM,2008-02-05,Y,1986-09-04,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1935,1935,True,True,Indiana,USA,F,True,,False,94538,CT,UNK,DEM,DEM,6,5,0.8333333333333334,3238,3238
3630,1,832400,0,REP,REP,2018-05-03,Y,1982-02-16,A,A,A,V,V,A,3,11.0063,11.0063,1.0,1947,1947,True,False,New York,USA,M,True,,False,94536,DR,UNK,DEM,DEM,6,6,1.0,591,591
3631,1,832610,2,NPP,NPP,2018-02-12,Y,2016-07-13,A,,,,,,3,2.5001,2.5001,1.0,1996,1954,False,True,UNK,Mexico,F,True,,False,94538,PL/TER,gmail.com,,,1,1,1.0,6515,6515
3632,16,832110,0,DEM,DEM,2016-04-19,Y,2005-06-23,A,N,A,N,A,A,3,6.8053,11.0063,0.62,1972,1972,True,True,California,USA,M,True,,False,94536,DR,UNK,GRN,GRN,6,4,0.6666666666666666,2801,2801
3633,111,832900,0,REP,REP,2016-10-24,N,2016-10-24,N,,,,,,3,0.0,2.5001,0.0,1996,1964,False,True,UNK,United States of America,F,True,,False,94538,WAY,gmail.com,,,1,0,0.0,960,960
3634,1,835310,0,DEM,DEM,2014-09-17,Y,2010-10-18,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1969,1969,True,True,UNK,Pakistan,M,True,,True,94538,BLVD,hotmail.com,DEM,,6,1,0.16666666666666666,5912,5912
3635,82,835000,0,DEM,DEM,1992-01-27,Y,1992-01-27,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1953,1953,True,True,Arkansas,USA,M,True,,False,94536,PL/TER,UNK,DEM,DEM,6,6,1.0,2471,2471
3636,111,835000,0,NPP,NPP,2016-06-05,Y,2016-06-05,A,,,,,,3,2.5001,2.5001,1.0,1974,1969,False,False,UNK,India,F,True,,False,94536,CMN,hotmail.com,,,1,1,1.0,3142,3142
3637,82,832800,0,REP,REP,1989-12-11,Y,1989-12-11,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1955,1954,False,True,Pennsylvania,USA,M,True,,False,94538,ST,UNK,REP,REP,6,4,0.6666666666666666,1025,1025
3638,99,832900,0,REP,REP,2016-03-30,Y,1977-11-14,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1938,1938,True,True,Iowa,USA,F,True,,False,94538,CT,sbcglobal.net,REP,DEM,6,6,1.0,3665,3665
3639,99,832800,0,DEM,DEM,1999-01-22,N,1999-01-22,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1964,1964,True,True,California,USA,M,True,,False,94538,DR,UNK,,,6,1,0.16666666666666666,3278,3278
3640,99,835310,0,REP,REP,2015-03-27,Y,1998-10-05,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1953,1953,True,True,UNK,Viet Nam,F,True,,False,94538,CMN,UNK,REP,REP,6,5,0.8333333333333334,5759,5759
3641,1,835310,0,DEM,DEM,2016-10-06,Y,1997-10-30,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1966,1966,True,True,UNK,Philippines,F,True,,False,94538,CMN,UNK,,,6,1,0.16666666666666666,6270,6270
3642,1,832810,0,DEM,DEM,2004-02-17,Y,1990-10-03,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1924,1924,False,True,Colorado,USA,F,True,,False,94538,OTH,UNK,DEM,DEM,6,6,1.0,404,404
3643,12,832910,0,NPP,NPP,2016-11-08,N,2016-11-08,,,,,,,3,0.0,-1.0,-1.0,1944,1940,False,True,UNK,India,UNK,True,,False,94538,PL/TER,UNK,,,0,0,-1.0,1209,1209
3644,82,835200,0,DEM,DEM,2017-05-23,Y,2014-02-11,A,A,A,A,,,3,8.5015,8.5015,1.0,1975,1975,True,False,Hawaii,USA,F,True,,True,94536,ST,UNK,DEM,,4,4,1.0,3876,3876
3645,1,832800,0,NPP,NPP,1997-04-30,N,1997-04-30,N,N,N,N,N,N,3,0.0,11.0063,0.0,1949,1949,True,True,California,USA,F,True,,False,94538,DR,UNK,,,6,0,0.0,4345,4345
3646,99,832400,0,DEM,DEM,2016-11-08,N,2008-10-20,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1984,1984,True,True,California,USA,F,False,USA,True,94538,AVE,UNK,N-DEM,,6,3,0.5,6600,6600
3647,12,832600,1,NPP,NPP,2016-11-08,N,2016-09-25,V,,,,,,3,2.5001,2.5001,1.0,1981,1981,True,False,UNK,India,M,True,,False,94538,AVE,gmail.com,,,1,1,1.0,6103,6103
3648,27,832600,1,DEM,DEM,2007-05-11,Y,1970-03-19,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1946,1946,False,True,California,USA,M,True,,False,94538,WAY,UNK,DEM,DEM,6,6,1.0,1459,1459
3649,23,832400,0,DEM,DEM,2016-02-01,Y,2004-10-15,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1977,1956,False,True,California,USA,F,True,,False,94536,WAY,UNK,DEM,DEM,6,4,0.6666666666666666,1686,1686
3650,1,835410,0,NPP,NPP,2017-03-31,N,2008-10-01,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1967,1964,False,False,UNK,India,F,True,,False,94536,CT,hotmail.com,,,6,2,0.3333333333333333,6313,6313
3651,111,832800,0,NPP,NPP,2017-01-08,Y,2017-01-08,,,,,,,3,0.0,-1.0,-1.0,1983,1954,False,True,UNK,India,F,True,,False,94538,CT,gmail.com,,,0,0,-1.0,5216,5216
3652,82,832600,1,NPP,NPP,2009-10-26,Y,2009-10-26,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1991,1962,False,True,California,USA,M,True,,False,94538,CT,UNK,NPP,,6,1,0.16666666666666666,5904,5904
3653,32,835310,0,DEM,DEM,2015-04-16,N,2015-04-16,V,N,,,,,3,2.5001,5.5003,0.45,1962,1962,True,True,UNK,UNK,F,True,,True,94538,BLVD,UNK,,,2,1,0.5,4088,4088
3654,29,832910,0,REP,REP,2008-02-05,N,2000-10-10,N,N,N,N,N,N,3,0.0,11.0063,0.0,1980,1978,False,False,California,USA,M,False,USA,False,94538,PL/TER,UNK,,,6,0,0.0,2097,2097
3655,99,835300,0,DEM,DEM,2008-08-04,N,2008-08-04,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1960,1960,True,True,UNK,Japan,M,True,,False,94536,CMN,sbcglobal.net,DEM,,6,3,0.5,6771,6771
3656,16,831730,0,NPP,NPP,2016-09-26,Y,2016-08-02,A,,,,,,3,2.5001,2.5001,1.0,1977,1974,False,True,UNK,India,F,True,,False,94536,CT,yahoo.com,,,1,1,1.0,241,241
3657,1,835410,0,DEM,DEM,2014-10-24,Y,2014-10-24,A,A,,,,,3,5.5003,5.5003,1.0,1995,1960,False,True,California,USA,UNK,True,,False,94536,CT,gmail.com,DEM,,2,2,1.0,2146,2146
3658,82,835200,0,DEM,DEM,2010-11-02,Y,2010-11-02,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1966,1966,True,True,UNK,Philippines,M,True,,False,94536,ST,UNK,DEM,DEM,6,6,1.0,3892,3892
3659,82,832600,1,NPP,NPP,2003-08-29,Y,2003-08-29,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1972,1966,False,True,UNK,Myanmar,M,True,,False,94538,DR,UNK,N-AIP,NP,6,5,0.8333333333333334,2830,2830
3660,16,835500,0,REP,REP,2012-08-29,Y,2012-08-29,N,N,N,N,N,,3,0.0,10.0031,0.0,1938,1938,True,False,UNK,China,M,True,,False,94536,PL/TER,UNK,REP,,5,0,0.0,4921,4921
3661,111,832910,0,DEM,DEM,2016-09-23,N,2016-09-23,N,,,,,,3,0.0,2.5001,0.0,1991,1954,False,True,California,USA,F,True,,False,94538,PL/TER,gmail.com,,,1,0,0.0,1510,1510
3662,111,832210,1,DEM,DEM,2016-10-07,Y,2016-10-07,N,,,,,,3,0.0,2.5001,0.0,1987,1985,False,True,UNK,India,M,True,,True,94536,ST,gmail.com,,,1,0,0.0,21,21
3663,111,835400,0,NPP,NPP,2017-12-07,Y,2017-12-07,,,,,,,3,0.0,-1.0,-1.0,1978,1972,False,False,UNK,UNK,UNK,True,,False,94536,CT,UNK,,,0,0,-1.0,1298,1298
3664,82,835300,0,NPP,NPP,2016-09-27,Y,1993-01-19,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1942,1942,True,False,California,USA,F,True,,True,94536,DR,UNK,N-DEM,DEM,6,6,1.0,1445,1445
3665,99,835310,0,DEM,DEM,2012-09-21,N,1996-03-25,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1976,1976,True,True,California,USA,F,True,,False,94538,CMN,UNK,DEM,,6,3,0.5,3598,3598
3666,99,832800,0,DEM,DEM,1996-07-01,N,1996-07-01,V,V,V,N,V,V,3,9.8055,11.0063,0.89,1954,1954,True,True,California,USA,M,True,,False,94538,ST,UNK,DEM,DEM,6,5,0.8333333333333334,6820,6820
3667,1,832210,2,REP,REP,2018-05-17,Y,1996-10-07,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1943,1936,False,True,Missouri,USA,M,True,,False,94536,DR,UNK,REP,REP,6,4,0.6666666666666666,6206,6206
3668,99,832400,0,REP,REP,2012-09-04,Y,2012-09-04,A,A,N,A,A,,3,8.2027,10.0031,0.82,1983,1981,False,False,California,USA,F,True,,False,94536,WAY,UNK,REP,,5,4,0.8,117,117
3669,99,835200,0,DEM,DEM,2014-11-04,Y,2008-09-16,A,N,V,N,V,N,3,5.8021,11.0063,0.53,1976,1976,True,True,California,USA,F,True,,True,94536,ST,gmail.com,DEM,DEM,6,3,0.5,2100,2100
3670,16,835500,0,REP,REP,1984-09-28,Y,1984-09-28,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1953,1953,True,False,UNK,El Salvador,F,True,,False,94536,BLVD,UNK,REP,REP,6,2,0.3333333333333333,1823,1823
3671,12,832600,1,REP,REP,2016-11-08,N,2012-09-17,V,N,V,N,V,,3,5.8021,10.0031,0.58,1993,1959,False,False,California,USA,F,True,,False,94538,OTH,UNK,REP,,5,3,0.6,5596,5596
3672,99,832610,2,REP,REP,2004-09-29,Y,2004-09-29,N,N,N,N,N,N,3,0.0,11.0063,0.0,1970,1970,True,False,UNK,UNK,M,False,USA,False,94538,BLVD,UNK,REP,REP,6,0,0.0,1557,1557
3673,16,832110,0,REP,REP,1962-09-13,Y,1962-09-13,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1935,1933,False,False,California,USA,F,True,,False,94536,ST,UNK,REP,REP,6,5,0.8333333333333334,3137,3137
3674,16,832110,0,DEM,DEM,2008-10-20,N,2008-10-20,N,N,N,N,N,N,3,0.0,11.0063,0.0,1964,1964,True,False,UNK,UNK,M,True,,False,94536,ST,UNK,,,6,0,0.0,446,446
3675,1,835010,0,REP,REP,2012-10-01,N,2012-10-01,V,N,N,N,N,,3,2.5001,10.0031,0.25,1977,1973,False,False,UNK,India,UNK,True,,False,94536,OTH,yahoo.com,,,5,1,0.2,5992,5992
3676,111,835200,0,DEM,DEM,2016-10-24,N,2016-10-24,V,,,,,,3,2.5001,2.5001,1.0,1981,1981,True,True,Washington,USA,M,True,,True,94536,ST,hotmail.com,,,1,1,1.0,3807,3807
3677,82,832210,2,DEM,DEM,1980-05-05,Y,1980-05-05,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1936,1936,True,True,UNK,UNK,F,True,,False,94538,AVE,UNK,DEM,DEM,6,6,1.0,4370,4370
3678,12,832210,2,REP,REP,2012-11-06,Y,1986-08-04,A,A,A,N,V,N,3,8.8023,11.0063,0.8,1958,1957,False,True,Connecticut,USA,F,True,,False,94536,DR,UNK,REP,REP,6,4,0.6666666666666666,3726,3726
3679,16,832110,0,DEM,DEM,2016-05-23,Y,2010-05-06,A,N,A,N,V,N,3,5.8021,11.0063,0.53,1992,1962,False,True,California,USA,F,True,,False,94536,CT,comcast.net,DEM,,6,3,0.5,5125,5125
3680,82,835310,0,NPP,NPP,2008-09-23,Y,2008-09-23,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1928,1928,False,True,UNK,Ukraine,M,True,,True,94538,BLVD,UNK,NPP,N-AIP,6,6,1.0,1548,1548
3681,23,832810,0,NPP,NPP,2016-08-18,Y,2015-03-31,A,N,,,,,3,2.5001,5.5003,0.45,1965,1965,True,False,UNK,India,M,True,,False,94538,ST,yahoo.com,NPP,,2,1,0.5,2280,2280
3682,23,832610,2,NPP,NPP,2018-01-21,Y,2016-10-24,A,,,,,,3,2.5001,2.5001,1.0,1998,1998,True,True,California,USA,F,True,,False,94538,PL/TER,gmail.com,,,1,1,1.0,5043,5043
3683,111,832610,2,NPP,NPP,2016-10-20,Y,2016-10-20,A,,,,,,3,2.5001,2.5001,1.0,1996,1971,False,True,California,USA,M,True,,True,94538,WAY,gmail.com,,,1,1,1.0,2806,2806
3684,16,835500,0,DEM,DEM,2010-03-11,N,2004-10-07,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1973,1973,False,False,Illinois,USA,M,True,,False,94536,CMN,UNK,,,6,2,0.3333333333333333,4120,4120
3685,1,832620,2,DEM,DEM,2016-05-10,Y,2012-09-18,V,N,N,N,A,,3,4.0017,10.0031,0.4,1994,1966,False,False,UNK,Venezuela (Bolivarian Republic of),M,True,,False,94538,DR,gmail.com,,,5,2,0.4,4499,4499
3686,1,832800,0,NPP,NPP,2007-11-19,Y,2007-11-19,N,N,N,N,N,N,3,0.0,11.0063,0.0,1977,1968,False,True,UNK,United Kingdom of Great Britain and Northern Ireland,M,True,,False,94538,DR,comcast.net,NPP,NP,6,0,0.0,942,942
3687,1,835100,0,NPP,NPP,2016-04-18,N,2010-03-16,N,N,N,N,N,N,3,0.0,11.0063,0.0,1991,1991,True,True,Colorado,USA,F,True,,True,94536,CMN,UNK,,,6,0,0.0,2699,2699
3688,16,832110,0,NPP,NPP,2005-04-20,Y,2005-04-20,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1986,1949,False,False,California,USA,M,True,,False,94536,DR,UNK,NPP,NP,6,4,0.6666666666666666,414,414
3689,111,832620,2,NPP,NPP,2016-09-29,N,2016-09-29,N,,,,,,3,0.0,2.5001,0.0,1958,1958,True,False,UNK,UNK,M,True,,False,94538,CMN,UNK,,,1,0,0.0,5172,5172
3690,1,835200,0,REP,REP,2008-09-24,N,2008-09-24,N,N,N,N,N,N,3,0.0,11.0063,0.0,1990,1962,False,True,Mississippi,USA,F,True,,True,94536,DR,UNK,,,6,0,0.0,1489,1489
3691,12,835100,0,DEM,DEM,2016-11-08,N,2016-07-19,V,,,,,,3,2.5001,2.5001,1.0,1984,1984,True,True,UNK,China,M,True,,True,94536,BLVD,UNK,,,1,1,1.0,6216,6216
3692,16,831730,0,NPP,NPP,2016-10-21,N,2012-09-26,N,N,N,N,V,,3,1.5016,10.0031,0.15,1994,1965,False,False,California,USA,M,False,,False,94536,CT,gmail.com,,,5,1,0.2,6068,6068
3693,1,832910,0,REP,REP,2012-09-21,Y,2012-09-21,N,A,N,A,A,,3,5.7026,10.0031,0.57,1986,1986,True,False,California,USA,UNK,True,,False,94538,PL/TER,UNK,REP,,5,3,0.6,2857,2857
3694,23,832610,2,REP,REP,2017-10-30,Y,2009-03-20,A,A,N,A,A,N,3,8.2027,11.0063,0.75,1972,1972,True,True,UNK,Afghanistan,F,True,,True,94538,WAY,UNK,NPP,NP,6,4,0.6666666666666666,2710,2710
3695,111,835300,0,DEM,DEM,2017-10-13,N,2017-10-13,,,,,,,3,0.0,-1.0,-1.0,1990,1990,True,True,UNK,UNK,M,True,,True,94538,AVE,gmail.com,,,0,0,-1.0,4586,4586
3696,88,835410,0,DEM,DEM,2016-05-03,Y,2016-05-03,N,N,,,,,3,0.0,5.5003,0.0,1960,1960,True,False,UNK,UNK,UNK,False,INDIA,False,94536,CT,yahoo.com,DEM,,2,0,0.0,3871,3871
3697,109,835200,0,DEM,DEM,2016-07-27,Y,1900-01-01,A,,,,,,3,2.5001,2.5001,1.0,1955,1955,True,False,UNK,Pakistan,UNK,True,,False,94536,PL/TER,UNK,,,1,1,1.0,6453,6453
3698,1,832800,0,DEM,DEM,1982-10-04,N,1982-10-04,V,V,V,N,V,V,3,9.8055,11.0063,0.89,1963,1936,False,False,UNK,Portugal,UNK,True,,False,94538,DR,UNK,DEM,DEM,6,5,0.8333333333333334,1236,1236
3699,49,832400,0,NPP,NPP,1998-06-15,N,1998-06-15,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1972,1972,True,True,California,USA,F,True,,False,94536,DR,UNK,N-DEM,,6,3,0.5,845,845
3700,111,832400,0,NPP,NPP,2017-10-11,Y,2017-10-11,,,,,,,3,0.0,-1.0,-1.0,1961,1961,False,True,UNK,China,F,True,,False,94536,WAY,UNK,,,0,0,-1.0,4246,4246
3701,82,832700,2,DEM,DEM,2008-09-19,N,2008-09-19,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1959,1938,False,False,UNK,UNK,F,True,,True,94538,BLVD,UNK,,,6,2,0.3333333333333333,4494,4494
3702,82,835310,0,REP,REP,2008-06-03,Y,2000-09-21,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1954,1954,True,True,UNK,Macao,F,True,,True,94538,BLVD,UNK,REP,,6,2,0.3333333333333333,1110,1110
3703,109,835000,0,DEM,DEM,2017-11-30,Y,2017-11-30,,,,,,,3,0.0,-1.0,-1.0,1977,1977,True,False,UNK,UNK,M,True,,True,94536,ST,UNK,,,0,0,-1.0,4868,4868
3704,16,835500,0,REP,REP,2012-11-06,N,2004-10-18,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1965,1965,True,True,UNK,China,F,False,USA,True,94536,AVE,UNK,,,6,1,0.16666666666666666,3059,3059
3705,82,832800,0,DEM,DEM,1992-06-24,Y,1992-06-24,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1959,1959,True,True,California,USA,F,True,,False,94538,ST,UNK,DEM,DEM,6,2,0.3333333333333333,2288,2288
3706,12,835500,0,REP,REP,2012-11-06,Y,2002-03-22,A,A,A,A,V,A,3,11.0063,11.0063,1.0,1949,1940,False,False,California,USA,F,True,,False,94536,AVE,UNK,REP,REP,6,6,1.0,5609,5609
3707,109,832910,0,DEM,DEM,2016-04-20,N,2004-10-07,N,V,N,N,V,N,3,4.5018,11.0063,0.41,1974,1974,True,True,California,USA,F,True,,False,94538,PL/TER,yahoo.com,DEM,,6,2,0.3333333333333333,2896,2896
3708,1,832600,1,DEM,DEM,2014-09-17,Y,1995-07-28,A,A,A,V,V,V,3,11.0063,11.0063,1.0,1972,1971,False,False,California,USA,F,True,,False,94538,AVE,yahoo.com,DEM,DEM,6,6,1.0,1809,1809
3709,16,832110,0,DEM,DEM,2012-11-06,N,2008-10-10,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1986,1957,False,True,California,USA,F,True,,False,94536,ST,UNK,DEM,DEM,6,1,0.16666666666666666,215,215
3710,114,832700,2,DEM,DEM,2016-05-11,Y,2016-05-11,A,A,,,,,3,5.5003,5.5003,1.0,1971,1971,True,False,UNK,Viet Nam,F,True,,True,94538,BLVD,gmail.com,DEM,,2,2,1.0,6536,6536
3711,82,835400,0,DEM,DEM,2012-09-12,Y,1985-03-26,A,A,N,N,A,A,3,8.0051,11.0063,0.73,1955,1952,False,True,California,USA,F,True,,False,94536,DR,yahoo.com,DEM,NP,6,4,0.6666666666666666,4622,4622
3712,16,831730,0,NPP,NPP,2013-10-07,N,2013-10-07,N,N,N,N,,,3,0.0,8.5015,0.0,1995,1959,False,False,California,USA,M,True,,False,94536,CT,UNK,,,4,0,0.0,1441,1441
3713,1,835000,0,REP,REP,2004-10-18,Y,1988-08-09,N,N,N,N,N,N,3,0.0,11.0063,0.0,1951,1947,False,True,UNK,Viet Nam,F,True,,False,94536,PL/TER,UNK,REP,REP,6,0,0.0,738,738
3714,1,832600,1,DEM,DEM,2016-05-10,Y,1999-06-18,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1981,1981,True,True,California,USA,M,True,,False,94538,WAY,yahoo.com,DEM,REP,6,3,0.5,6154,6154
3715,32,832610,2,DEM,DEM,2010-11-02,N,2010-11-02,V,N,V,N,N,N,3,4.3005,11.0063,0.39,1988,1947,False,True,California,USA,UNK,True,,True,94538,WAY,UNK,,,6,2,0.3333333333333333,1082,1082
3716,23,832600,1,NPP,NPP,2004-04-28,Y,2004-04-28,N,N,N,N,N,N,3,0.0,11.0063,0.0,1939,1939,True,False,UNK,China,M,True,,False,94538,WAY,UNK,NPP,NP,6,0,0.0,4396,4396
3717,16,835010,0,DEM,DEM,2010-05-07,Y,2010-04-29,A,A,N,N,A,A,3,8.0051,11.0063,0.73,1941,1940,False,True,UNK,India,M,True,,False,94536,CT,hotmail.com,DEM,DEM,6,4,0.6666666666666666,6143,6143
3718,99,835100,0,DEM,DEM,1950-04-13,Y,1950-04-13,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1922,1922,True,False,California,USA,F,True,,False,94536,BLVD,UNK,DEM,DEM,6,6,1.0,1818,1818
3719,1,832710,0,NPP,NPP,2018-03-24,Y,2018-03-24,,,,,,,3,0.0,-1.0,-1.0,2000,1970,False,True,California,USA,UNK,True,,False,94538,ST,bayareaspotters.com,,,0,0,-1.0,3103,3103
3720,27,832800,0,NPP,NPP,2011-11-02,N,2011-11-02,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1991,1968,False,False,California,USA,F,True,,False,94538,DR,UNK,,,6,1,0.16666666666666666,1386,1386
3721,1,835100,0,REP,REP,1999-01-08,Y,1999-01-08,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1923,1923,True,True,UNK,UNK,F,True,,False,94536,CMN,UNK,REP,REP,6,5,0.8333333333333334,5277,5277
3722,82,835400,0,DEM,DEM,2004-04-01,Y,2004-04-01,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1960,1958,False,True,UNK,India,F,True,,False,94536,CT,UNK,DEM,DEM,6,6,1.0,2569,2569
3723,82,832800,0,DEM,DEM,2002-06-21,Y,1988-08-29,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1953,1953,True,True,California,USA,F,True,,False,94538,ST,UNK,DEM,DEM,6,5,0.8333333333333334,161,161
3724,1,832210,2,DEM,DEM,2014-05-16,N,2014-05-16,N,N,N,N,,,3,0.0,8.5015,0.0,1995,1968,False,False,California,USA,F,True,,False,94536,DR,UNK,,,4,0,0.0,3559,3559
3725,99,832400,0,DEM,DEM,2016-09-24,N,2016-09-24,V,,,,V,,3,4.0017,10.0031,0.4,1980,1980,True,False,California,USA,F,True,,True,94538,AVE,UNK,,,2,2,1.0,1256,1256
3726,16,831730,0,NPP,NPP,2016-09-07,Y,2016-01-31,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1966,1966,True,False,UNK,Canada,F,True,,False,94536,CT,gmail.com,NPP,,6,1,0.16666666666666666,6865,6865
3727,111,832400,0,NPP,NPP,2016-11-08,N,2016-11-08,,,,,,,3,0.0,-1.0,-1.0,1991,1991,True,True,Tennessee,USA,F,True,,True,94538,AVE,gmail.com,,,0,0,-1.0,4181,4181
3728,111,835100,0,NPP,NPP,2016-10-23,N,2016-10-23,V,,,,,,3,2.5001,2.5001,1.0,1979,1979,True,False,UNK,UNK,M,True,,False,94536,PL/TER,UNK,,,1,1,1.0,2417,2417
3729,109,832800,0,DEM,DEM,2016-10-24,Y,2012-10-21,N,N,N,N,N,,3,0.0,10.0031,0.0,1991,1961,False,False,California,USA,M,True,,False,94538,DR,UNK,,,5,0,0.0,172,172
3730,82,835300,0,DEM,DEM,2017-10-30,Y,2000-10-10,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1931,1931,True,False,California,USA,F,True,,True,94536,DR,UNK,N-DEM,N-DEM,6,6,1.0,5718,5718
3731,111,832610,2,DEM,DEM,2017-11-09,Y,2017-11-09,,,,,,,3,0.0,-1.0,-1.0,1960,1960,True,True,UNK,UNK,M,True,,True,94538,DR,UNK,,,0,0,-1.0,6116,6116
3732,99,832620,2,DEM,DEM,2000-07-11,N,2000-07-11,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1963,1925,False,True,Nevada,USA,F,True,,False,94538,WAY,UNK,DEM,DEM,6,6,1.0,2542,2542
3733,12,832900,0,DEM,DEM,2016-11-08,Y,2016-11-08,,,,,,,3,0.0,-1.0,-1.0,1985,1951,False,True,UNK,India,UNK,True,,False,94538,DR,UNK,,,0,0,-1.0,2736,2736
3734,32,832400,0,NPP,NPP,2012-09-17,N,2012-09-17,N,N,N,N,,,3,0.0,8.5015,0.0,1994,1954,False,False,California,USA,UNK,True,,False,94536,DR,UNK,,,4,0,0.0,6549,6549
3735,88,835410,0,DEM,DEM,2008-10-20,N,2008-10-20,N,N,N,N,N,N,3,0.0,11.0063,0.0,1988,1948,False,False,UNK,UNK,M,True,,False,94536,CT,gmail.com,,,6,0,0.0,938,938
