Vid,Abbr,Precinct,PrecinctSub,Party,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,OldestInHouseBirthYear,IsOldestInHouse,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Hid,cHid,e_sum,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct
523,99,835200,0,DEM,2007-07-03,N,2007-07-03,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1972,1972,True,True,UNK,India,M,True,,True,94536,DR,unk,,,4625,4625,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
524,1,832800,0,DEM,2010-06-29,N,2010-06-29,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1991,1956,False,True,California,USA,F,True,,False,94538,ST,unk,,,2082,2082,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
525,99,835300,0,DEM,2016-05-20,Y,1900-01-01,N,A,,,,,3,3.0002,5.5003,0.55,1981,1981,True,True,UNK,Afghanistan,UNK,True,,True,94538,AVE,hotmail.com,DEM,,565,565,NA,0,0,-1.0,0,0,-1.0,2,1,0.5
526,99,832910,0,DEM,2012-07-02,N,2012-07-02,N,N,N,N,N,,3,0.0,10.0031,0.0,1978,1965,False,True,UNK,Mexico,M,False,USA,False,94538,PL,unk,,,5244,5244,NNNNN,1,0,0.0,3,0,0.0,5,0,0.0
527,16,831730,0,DEM,2008-10-16,Y,2008-10-16,N,N,N,N,N,N,3,0.0,11.0063,0.0,1964,1964,True,False,UNK,UNK,UNK,True,,False,94536,CT,unk,DEM,DEM,6675,6675,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
528,6,835410,0,DEM,2003-12-22,Y,2003-12-22,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1985,1957,False,True,California,USA,M,True,,False,94536,CT,aol.com,DEM,DEM,1883,1883,ANNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
529,1,832800,0,NPP,2014-11-24,N,2014-11-24,V,N,,,,,3,2.5001,5.5003,0.45,1996,1960,False,False,California,USA,UNK,True,,False,94538,CT,unk,,,3945,3945,VN,0,0,-1.0,0,0,-1.0,2,1,0.5
530,12,835010,0,DEM,2016-06-07,Y,1994-09-22,A,V,V,N,A,N,3,8.8023,11.0063,0.8,1972,1969,False,True,UNK,Thailand,UNK,True,,False,94536,ST,unk,DEM,DEM,247,247,ANVNAV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
531,16,835500,0,NPP,2006-11-07,N,2006-10-18,N,V,N,N,V,N,3,4.5018,11.0063,0.41,1958,1953,False,True,UNK,India,UNK,True,,False,94536,AVE,unk,NPP,,5258,5258,VNNNNV,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
532,16,835500,0,REP,2016-05-20,N,2000-05-08,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1952,1952,True,True,Colorado,USA,F,False,USA,True,94536,AVE,yahoo.com,REP,,4346,4346,VNVNVV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
533,99,831730,0,DEM,2000-10-07,Y,2000-10-07,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1946,1946,True,True,California,USA,M,True,,False,94536,CT,unk,DEM,DEM,5196,5196,AAANAA,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
534,12,832210,2,DEM,2012-06-05,Y,1984-10-09,A,A,A,A,A,V,3,11.0063,11.0063,1.0,1965,1965,False,True,California,USA,F,True,,False,94536,WAY,unk,DEM,DEM,1264,1264,AVAAAA,2,2,1.0,4,4,1.0,6,6,1.0
535,1,832210,2,DEM,2008-02-05,Y,1984-09-14,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1955,1955,True,False,California,USA,M,True,,False,94536,WAY,unk,DEM,DEM,6364,6364,ANANAN,2,1,0.5,4,2,0.5,6,3,0.5
536,23,835420,0,DEM,2016-02-25,Y,2014-09-11,A,A,A,,,,3,7.3007,7.3007,1.0,1977,1977,False,True,UNK,India,UNK,True,,False,94536,ST,gmail.com,DEM,,3969,3969,AAA,0,0,-1.0,1,1,1.0,3,3,1.0
537,99,832600,1,DEM,1981-02-19,N,1981-02-19,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1933,1933,True,False,California,USA,M,True,,False,94538,ST,unk,DEM,,2312,2312,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
538,12,832620,1,REP,2012-11-06,N,1997-02-03,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1954,1947,False,True,UNK,Morocco,F,True,,False,94538,DR,unk,REP,REP,2495,2495,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
539,105,835040,0,GRN,2017-10-05,N,2017-10-05,,,,,,,3,0.0,-1.0,-1.0,1988,1933,False,False,UNK,United States of America,F,True,,False,94536,AVE,unk,,,4036,4036,,0,0,-1.0,0,0,-1.0,0,0,-1.0
540,109,832810,0,DEM,2010-07-07,Y,2010-07-07,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1966,1966,True,False,California,USA,F,True,,False,94538,ST,unk,DEM,DEM,276,276,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
541,12,832810,0,DEM,2016-11-08,Y,2012-10-03,V,N,A,N,V,,3,5.8021,10.0031,0.58,1993,1963,False,True,California,USA,M,True,,False,94538,DR,yahoo.com,DEM,,2305,2305,VANVN,1,1,1.0,3,2,0.6666666666666666,5,3,0.6
542,82,832800,0,REP,2010-07-29,Y,2010-07-29,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1970,1946,False,False,UNK,"Taiwan, Province of China",UNK,True,,False,94538,CT,unk,REP,REP,6663,6663,ANANAA,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
543,99,832610,2,NPP,2018-04-23,Y,2018-04-23,,,,,,,3,0.0,-1.0,-1.0,2000,1951,False,False,California,USA,F,True,,True,94538,DR,unk,,,6291,6291,,0,0,-1.0,0,0,-1.0,0,0,-1.0
544,8,832210,2,DEM,2009-04-13,Y,1972-09-22,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1954,1954,True,True,California,USA,F,True,,False,94536,WAY,unk,DEM,DEM,199,199,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
545,1,835400,0,DEM,2018-04-27,Y,1990-08-31,A,A,A,V,V,N,3,10.0031,11.0063,0.91,1947,1944,False,True,California,USA,F,True,,False,94536,ST,unk,DEM,,3756,3756,VNAVAA,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
546,99,832600,1,REP,2015-03-10,Y,1992-03-20,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1961,1956,False,True,Virginia,USA,F,True,,False,94538,WAY,sbcglobal.net,REP,REP,884,884,ANNNAA,2,1,0.5,4,1,0.25,6,3,0.5
547,10,832620,2,DEM,1994-03-25,N,1994-03-25,N,N,N,N,N,N,3,0.0,11.0063,0.0,1969,1957,False,True,California,USA,M,True,,False,94538,WAY,unk,,,392,392,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
548,1,832210,1,NPP,2012-01-26,Y,2012-01-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1988,1962,False,False,UNK,UNK,UNK,True,,True,94536,BLVD,unk,NPP,NP,3674,3674,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
549,1,832610,2,DEM,2018-03-23,Y,2014-04-02,A,A,N,N,,,3,5.5003,8.5015,0.65,1994,1972,False,False,UNK,India,F,True,,True,94538,DR,yahoo.com,DEM,,6407,6407,NNAA,0,0,-1.0,2,0,0.0,4,2,0.5
550,16,832110,0,REP,1996-10-07,Y,1996-10-07,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1956,1955,False,True,California,USA,M,True,,False,94536,WAY,unk,REP,REP,1477,1477,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
551,23,832800,0,REP,1996-01-17,N,1996-01-17,N,N,N,N,N,N,3,0.0,11.0063,0.0,1955,1955,True,True,UNK,India,M,True,,False,94538,AVE,unk,,,3597,3597,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
552,97,835310,0,DEM,2012-04-06,N,2010-10-18,V,N,V,N,N,N,3,4.3005,11.0063,0.39,1970,1970,True,False,UNK,Indonesia,M,True,,False,94538,CMN,unk,,,3708,3708,NNVNVN,2,0,0.0,4,1,0.25,6,2,0.3333333333333333
553,99,832620,2,DEM,2012-11-06,Y,2004-10-13,A,N,N,A,V,N,3,5.2025,11.0063,0.47,1961,1961,True,True,UNK,Pakistan,M,True,,True,94538,DR,unk,DEM,DEM,123,123,VNNAAN,2,1,0.5,4,2,0.5,6,3,0.5
554,99,832210,2,REP,2014-11-04,N,1988-10-04,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1958,1958,True,False,California,USA,M,True,,False,94536,WAY,unk,REP,,3557,3557,VNVNVV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
555,82,832800,0,DEM,2008-09-08,Y,2008-09-08,A,N,V,N,V,N,3,5.8021,11.0063,0.53,1956,1956,True,True,UNK,United States of America,M,True,,False,94538,ST,rpe.com,,,3530,3530,VNVNAN,2,1,0.5,4,2,0.5,6,3,0.5
556,109,832910,0,DEM,2016-11-01,N,2016-01-09,V,V,,,,,3,5.5003,5.5003,1.0,1983,1983,True,False,California,USA,M,True,,False,94538,PL,unk,DEM,,3544,3544,VV,0,0,-1.0,0,0,-1.0,2,2,1.0
557,23,832800,0,NPP,2017-11-13,N,2009-05-04,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1990,1990,False,True,Oregon,USA,M,True,,False,94538,DR,unk,,,4362,4362,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
558,82,832900,0,NPP,2014-01-30,Y,2014-01-30,A,A,N,N,,,3,5.5003,8.5015,0.65,1953,1948,False,True,UNK,Korea (Democratic People's Republic of),F,True,,False,94538,DR,gmail.com,N-DEM,,408,408,NNAA,0,0,-1.0,2,0,0.0,4,2,0.5
559,1,832600,1,DEM,2018-05-14,Y,2018-05-14,,,,,,,3,0.0,-1.0,-1.0,1995,1961,False,True,California,USA,F,True,,False,94538,CT,mail.csuchico.edu,,,6004,6004,,0,0,-1.0,0,0,-1.0,0,0,-1.0
560,12,832400,0,NPP,2016-11-08,N,1988-10-11,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1954,1946,False,False,UNK,Philippines,F,True,,False,94536,DR,yahoo.com,NPP,,6601,6601,NNNNVN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
561,111,832210,2,DEM,2016-10-17,Y,2016-10-17,N,,,,,,3,0.0,2.5001,0.0,1995,1995,True,True,California,USA,M,True,,True,94536,ST,gmail.com,,,583,583,N,0,0,-1.0,0,0,-1.0,1,0,0.0
562,16,835500,0,DEM,2017-05-01,Y,2017-05-01,,,,,,,3,0.0,-1.0,-1.0,1999,1969,False,True,California,USA,UNK,True,,False,94536,TER,gmail.com,,,1233,1233,,0,0,-1.0,0,0,-1.0,0,0,-1.0
563,32,832810,0,NPP,1997-12-10,N,1997-12-10,N,N,N,N,N,N,3,0.0,11.0063,0.0,1977,1950,False,False,California,USA,M,True,,False,94538,BLVD,unk,,,3279,3279,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
564,82,832810,0,NPP,1998-04-06,Y,1998-04-06,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1958,1958,True,True,California,USA,F,True,,False,94538,ST,unk,NPP,NP,4067,4067,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
565,82,832910,0,DEM,1985-12-24,Y,1985-12-24,A,A,V,V,V,V,3,11.0063,11.0063,1.0,1950,1942,False,True,California,USA,F,True,,False,94538,PL,unk,DEM,DEM,6550,6550,VVVVAA,2,2,1.0,4,4,1.0,6,6,1.0
566,99,832800,0,NPP,2017-08-18,N,1992-10-05,N,,N,N,N,N,3,0.0,11.0063,0.0,1974,1974,True,False,UNK,"Taiwan, Province of China",M,True,,False,94538,WAY,yahoo.com,,,3052,3052,NNNNN,2,0,0.0,4,0,0.0,5,0,0.0
567,82,835100,0,DEM,1979-11-26,Y,1979-11-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1936,1935,False,True,California,USA,M,True,,False,94536,DR,unk,DEM,DEM,5897,5897,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
568,16,835500,0,DEM,2017-11-09,Y,2017-11-09,,,,,,,3,0.0,-1.0,-1.0,1980,1973,False,True,UNK,UNK,UNK,True,,False,94536,TER,unk,,,5473,5473,,0,0,-1.0,0,0,-1.0,0,0,-1.0
569,23,835100,0,NPP,2006-09-21,N,2006-09-21,N,N,N,N,N,N,3,0.0,11.0063,0.0,1988,1960,False,True,UNK,India,F,True,,False,94536,ST,unk,,,188,188,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
570,109,832900,0,NPP,2015-08-06,N,2015-08-06,N,N,,,,,3,0.0,5.5003,0.0,1929,1929,True,False,West Virginia,USA,F,True,,False,94538,WAY,unk,,,4243,4243,NN,0,0,-1.0,0,0,-1.0,2,0,0.0
571,12,835200,0,REP,2016-11-08,Y,2016-11-08,,,,,,,3,0.0,-1.0,-1.0,1969,1969,True,True,Florida,USA,UNK,True,,True,94536,ST,unk,,,5219,5219,,0,0,-1.0,0,0,-1.0,0,0,-1.0
572,99,835310,0,DEM,2012-11-06,N,1999-09-10,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1969,1969,True,True,Hawaii,USA,F,True,,True,94538,BLVD,unk,,,983,983,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
573,111,835200,0,NPP,2016-03-24,N,2016-03-24,N,N,,,,,3,0.0,5.5003,0.0,1954,1950,False,False,UNK,India,F,True,,False,94536,TER,unk,,,6436,6436,NN,0,0,-1.0,0,0,-1.0,2,0,0.0
574,99,835400,0,DEM,2012-06-05,Y,1972-07-26,A,A,A,A,A,V,3,11.0063,11.0063,1.0,1934,1933,False,True,UNK,Netherlands,F,True,,False,94536,DR,unk,DEM,DEM,5422,5422,AVAAAA,2,2,1.0,4,4,1.0,6,6,1.0
575,99,832910,0,NPP,2010-11-02,Y,1998-06-24,A,N,V,N,A,N,3,5.8021,11.0063,0.53,1958,1955,False,False,UNK,Viet Nam,F,True,,False,94538,PL,unk,NPP,NP,6380,6380,ANVNAN,2,1,0.5,4,2,0.5,6,3,0.5
576,111,835000,0,NPP,2016-10-24,Y,2016-10-24,A,,,,,,3,2.5001,2.5001,1.0,1969,1969,True,True,UNK,India,UNK,True,,False,94536,CMN,gmail.com,,,4112,4112,A,0,0,-1.0,0,0,-1.0,1,1,1.0
577,99,832900,0,NPP,2018-05-20,Y,2018-05-20,,,,,,,3,0.0,-1.0,-1.0,1982,1978,False,True,UNK,"Taiwan, Province of China",UNK,True,,False,94538,LN,gmail.com,,,2628,2628,,0,0,-1.0,0,0,-1.0,0,0,-1.0
578,99,832710,0,REP,2010-06-08,Y,2005-10-24,A,A,N,A,A,A,3,9.2059,11.0063,0.84,1958,1934,False,True,California,USA,M,True,,False,94538,WAY,unk,REP,REP,1195,1195,AANAAA,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
579,1,832810,0,NPP,2018-05-10,Y,2016-01-27,N,N,,,,,3,0.0,5.5003,0.0,1969,1960,False,False,UNK,Mexico,F,True,,False,94538,CT,unk,DEM,,3967,3967,NN,0,0,-1.0,0,0,-1.0,2,0,0.0
580,105,835300,0,NPP,2018-05-07,Y,2018-05-07,,,,,,,3,0.0,-1.0,-1.0,1969,1969,True,False,UNK,Thailand,UNK,True,,False,94536,CMN,unk,,,4439,4439,,0,0,-1.0,0,0,-1.0,0,0,-1.0
581,12,832800,0,DEM,2016-06-07,N,2005-06-07,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1939,1939,True,True,UNK,India,M,True,,False,94538,AVE,unk,DEM,,3347,3347,VNVNVV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
582,10,832400,0,DEM,2004-10-18,N,2004-10-18,V,V,N,N,N,N,3,5.5003,11.0063,0.5,1978,1942,False,False,California,USA,M,True,,False,94536,WAY,unk,DEM,,4897,4897,NNNNVV,2,0,0.0,4,0,0.0,6,2,0.3333333333333333
583,1,835310,0,REP,2018-05-03,Y,2018-05-03,,,,,,,3,0.0,-1.0,-1.0,1989,1987,False,True,UNK,Russian Federation,M,True,,True,94538,BLVD,gmail.com,,,2214,2214,,0,0,-1.0,0,0,-1.0,0,0,-1.0
584,99,832810,0,DEM,2012-10-04,Y,2012-10-04,A,A,N,N,A,,3,7.0019,10.0031,0.7,1964,1930,False,True,California,USA,M,True,,False,94538,CT,msn.com,DEM,,2269,2269,ANNAA,1,1,1.0,3,1,0.3333333333333333,5,3,0.6
585,99,832900,0,DEM,2011-03-23,Y,2004-10-13,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1973,1973,True,True,California,USA,M,True,,False,94538,RD,yahoo.com,DEM,DEM,385,385,ANAAAA,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
586,99,832210,1,NPP,2014-05-19,N,2014-05-19,V,N,N,N,,,3,2.5001,8.5015,0.29,1996,1996,True,True,UNK,UNK,F,True,,False,94536,ST,yahoo.com,,,1144,1144,NNVN,0,0,-1.0,2,0,0.0,4,1,0.25
587,16,835040,0,DEM,1979-12-06,Y,1979-12-06,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1944,1944,True,False,UNK,Indonesia,F,True,,False,94536,AVE,unk,DEM,DEM,1591,1591,ANAAAA,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
588,8,835200,0,DEM,2004-10-18,N,2003-03-21,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1970,1964,False,False,UNK,UNK,F,True,,False,94536,CMN,unk,,,6019,6019,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
589,99,832800,0,DEM,2014-11-04,Y,2010-08-05,A,A,V,N,V,V,3,9.8055,11.0063,0.89,1976,1971,False,True,Oregon,USA,UNK,True,,False,94538,CT,unk,DEM,DEM,2902,2902,VVVNAA,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
590,32,832910,0,AI,2016-06-30,Y,2016-06-30,A,,,,,,3,2.5001,2.5001,1.0,1980,1980,True,False,California,USA,M,True,,False,94538,PL,gmail.com,,,6556,6556,A,0,0,-1.0,0,0,-1.0,1,1,1.0
591,1,832710,0,DEM,1992-03-26,N,1992-03-26,N,N,N,N,N,N,3,0.0,11.0063,0.0,1973,1952,False,True,California,USA,M,True,,False,94538,CT,unk,,,3025,3025,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
592,1,832600,1,DEM,2018-05-03,Y,2016-02-02,A,A,,,,,3,5.5003,5.5003,1.0,1991,1963,False,False,UNK,India,M,True,,False,94538,WAY,unk,DEM,,1580,1580,AA,0,0,-1.0,0,0,-1.0,2,2,1.0
593,16,832600,1,NPP,2004-07-22,Y,2004-07-22,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1964,1963,False,True,New Jersey,USA,F,True,,False,94538,CT,unk,NPP,NP,5093,5093,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
594,82,835010,0,NPP,2012-01-12,Y,2012-01-12,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1991,1954,False,False,California,USA,UNK,True,,False,94536,CMN,unk,N-DEM,NP,3192,3192,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
595,99,835010,0,DEM,2005-04-05,Y,1985-09-20,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1954,1954,True,True,California,USA,F,True,,False,94536,LOOP,unk,DEM,DEM,1703,1703,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
596,82,835310,0,DEM,2012-09-17,Y,1972-10-07,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1931,1931,True,True,Iowa,USA,F,True,,True,94538,AVE,unk,DEM,,6459,6459,ANNNAA,2,1,0.5,4,1,0.25,6,3,0.5
597,1,832710,0,DEM,2010-01-20,N,2010-01-20,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1992,1958,False,False,California,USA,UNK,True,,False,94538,RD,unk,DEM,,25,25,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
598,99,832210,1,NPP,2016-11-08,N,2012-06-20,V,N,V,V,V,,3,7.0029,10.0031,0.7,1971,1971,True,True,UNK,India,M,True,,True,94536,DR,hotmail.com,,,2686,2686,VVVVN,1,1,1.0,3,3,1.0,5,4,0.8
599,111,835400,0,NPP,2016-05-23,Y,2008-10-15,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1965,1965,True,False,UNK,"Taiwan, Province of China",UNK,True,,False,94536,CT,hotmail.com,NPP,NP,6341,6341,VNNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
600,32,835310,0,REP,2017-09-01,N,2008-01-14,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1932,1923,False,False,UNK,Viet Nam,M,True,,False,94538,AVE,unk,,,4988,4988,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
601,111,832400,0,REP,2016-10-22,Y,2016-10-22,A,,,,,,3,2.5001,2.5001,1.0,1989,1989,True,False,California,USA,F,True,,False,94536,WAY,unk,,,6561,6561,A,0,0,-1.0,0,0,-1.0,1,1,1.0
602,12,832620,2,DEM,2016-11-08,N,2006-11-20,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1986,1986,True,False,California,USA,M,True,,True,94538,DR,gmail.com,,,3427,3427,NNNNVN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
603,16,831730,0,IND,1996-10-07,Y,1996-10-07,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1972,1972,True,True,Pennsylvania,USA,F,True,,False,94536,CT,unk,NPP,NP,5443,5443,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
604,99,832810,0,DEM,2010-10-18,N,2010-10-18,N,N,N,N,N,N,3,0.0,11.0063,0.0,1945,1945,True,False,UNK,Panama,M,True,,False,94538,DR,unk,,,2555,2555,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
605,12,832900,0,NPP,2016-11-08,N,2016-08-16,V,,,,,,3,2.5001,2.5001,1.0,1989,1989,True,False,California,USA,M,False,USA,False,94538,RD,gmail.com,,,2730,2730,V,0,0,-1.0,0,0,-1.0,1,1,1.0
606,16,832110,0,NPP,2000-10-10,N,2000-10-10,N,V,N,N,V,N,3,4.5018,11.0063,0.41,1968,1968,True,True,UNK,Ethiopia,M,True,,False,94536,CT,unk,N-DEM,,5112,5112,VNNNNV,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
607,1,832600,1,NPP,2004-10-18,N,2004-10-18,N,N,N,N,N,N,3,0.0,11.0063,0.0,1961,1956,False,True,UNK,"Taiwan, Province of China",F,True,,False,94538,RD,unk,,,2386,2386,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
608,1,832210,2,NPP,2017-08-01,Y,2017-08-01,,,,,,,3,0.0,-1.0,-1.0,1999,1961,False,False,UNK,UNK,UNK,True,,False,94536,CT,gmail.com,,,5817,5817,,0,0,-1.0,0,0,-1.0,0,0,-1.0
609,23,832700,2,NPP,2008-10-06,N,2008-10-06,N,N,N,N,N,N,3,0.0,11.0063,0.0,1956,1956,True,False,UNK,Philippines,M,True,,True,94538,BLVD,unk,,,3925,3925,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
610,111,832400,0,NPP,2017-09-07,N,2017-09-07,,,,,,,3,0.0,-1.0,-1.0,1971,1971,True,False,UNK,India,M,True,,True,94538,AVE,hotmail.com,,,769,769,,0,0,-1.0,0,0,-1.0,0,0,-1.0
611,1,832620,2,NPP,2016-02-04,Y,2010-04-13,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1960,1957,False,True,UNK,Venezuela (Bolivarian Republic of),M,True,,True,94538,DR,hotmail.com,NPP,NP,6723,6723,NNNNAN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
612,1,835100,0,DEM,1989-03-24,N,1989-03-24,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1949,1949,True,False,California,USA,F,True,,False,94536,PKWY,unk,DEM,,1966,1966,VNVVVV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
613,16,835010,0,DEM,1970-02-15,N,1970-02-15,N,N,N,N,N,N,3,0.0,11.0063,0.0,1924,1924,True,False,California,USA,F,True,,False,94536,CT,unk,,,6739,6739,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
614,12,835010,0,NPP,2014-11-04,N,2012-10-18,V,N,V,N,N,,3,4.3005,10.0031,0.43,1974,1969,False,True,UNK,India,F,True,,False,94536,CMN,unk,,,3585,3585,NVNVN,1,0,0.0,3,1,0.3333333333333333,5,2,0.4
615,12,835200,0,NPP,2016-11-08,N,2008-05-05,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1989,1989,True,True,California,USA,F,True,,False,94536,ST,unk,DEM,,2208,2208,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
616,1,832400,0,REP,1987-05-04,N,1987-05-04,V,V,V,N,V,V,3,9.8055,11.0063,0.89,1950,1950,True,False,Missouri,USA,M,True,,False,94536,WAY,unk,REP,REP,3356,3356,VVVNVV,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
617,16,832800,0,DEM,2010-11-02,Y,2007-10-03,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1983,1936,False,True,California,USA,F,True,,False,94538,DR,unk,DEM,DEM,4415,4415,ANNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
618,99,832900,0,DEM,1968-04-09,Y,1968-04-09,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1926,1926,True,False,Hawaii,USA,M,True,,False,94538,RD,unk,DEM,DEM,1089,1089,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
619,6,832900,0,REP,2003-09-18,Y,1980-10-06,A,N,N,A,A,N,3,5.2025,11.0063,0.47,1934,1934,True,True,Illinois,USA,F,True,,False,94538,CT,unk,REP,REP,6070,6070,ANNAAN,2,1,0.5,4,2,0.5,6,3,0.5
620,109,835310,0,DEM,2017-02-01,Y,2017-02-01,,,,,,,3,0.0,-1.0,-1.0,1989,1989,True,True,UNK,United States of America,F,True,,True,94538,BLVD,yahoo.com,,,861,861,,0,0,-1.0,0,0,-1.0,0,0,-1.0
621,32,832210,2,NPP,2014-11-04,N,2006-11-07,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1961,1961,True,True,UNK,Bangladesh,UNK,True,,False,94536,DR,unk,,,44,44,VNVNVN,2,1,0.5,4,2,0.5,6,3,0.5
622,12,835010,0,NPP,2016-11-08,N,1983-05-01,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1952,1952,True,True,UNK,Ethiopia,F,True,,False,94536,ST,unk,NPP,,266,266,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
623,21,832210,2,DEM,2017-04-05,Y,2017-04-05,,,,,,,3,0.0,-1.0,-1.0,1999,1963,False,True,UNK,India,UNK,True,,True,94536,ST,gmail.com,,,6566,6566,,0,0,-1.0,0,0,-1.0,0,0,-1.0
624,16,835040,0,DEM,1985-12-24,Y,1985-12-24,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1947,1947,False,True,Iowa,USA,F,True,,False,94536,CT,unk,DEM,DEM,4169,4169,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
